Sample in Buffer,Sample in Window,TRIGGER,spi_rtl_sck_o,spi_rtl_io0_o,spi_rtl_io1_o,spi_rtl_ss_o_0_0,adc_ready,<const0>_1,<const0>_2,<const0>_3,dds_m_tvalid_out,dds_m_reset_out,<const0>_4,<const0>_5,<const0>_6,<const0>_7,<const0>_8,<const0>,ila_probe2[15:0],ila_probe3[15:0]
6639,6639,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8656,0000
6640,6640,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8650,0000
6641,6641,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8644,0000
6642,6642,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8638,0000
6643,6643,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8632,0000
6644,6644,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8626,0000
6645,6645,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8619,0000
6646,6646,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8610,0000
6647,6647,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8604,0000
6648,6648,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8598,0000
6649,6649,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8592,0000
6650,6650,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8586,0000
6651,6651,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8580,0000
6652,6652,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8574,0000
6653,6653,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8568,0000
6654,6654,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8562,0000
6655,6655,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8556,0000
6656,6656,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8550,0000
6657,6657,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8544,0000
6658,6658,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8538,0000
6659,6659,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8532,0000
6660,6660,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8525,0000
6661,6661,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8519,0000
6662,6662,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8513,0000
6663,6663,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8507,0000
6664,6664,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8501,0000
6665,6665,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8495,0000
6666,6666,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8489,0000
6667,6667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8480,0000
6668,6668,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8474,0000
6669,6669,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8468,0000
6670,6670,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8462,0000
6671,6671,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8456,0000
6672,6672,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8450,0000
6673,6673,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8444,0000
6674,6674,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8437,0000
6675,6675,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8431,0000
6676,6676,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8425,0000
6677,6677,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8419,0000
6678,6678,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8413,0000
6679,6679,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8407,0000
6680,6680,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8401,0000
6681,6681,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8395,0000
6682,6682,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8389,0000
6683,6683,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8383,0000
6684,6684,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8377,0000
6685,6685,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8371,0000
6686,6686,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8365,0000
6687,6687,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8359,0000
6688,6688,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8349,0000
6689,6689,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8343,0000
6690,6690,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8337,0000
6691,6691,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8331,0000
6692,6692,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8325,0000
6693,6693,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8319,0000
6694,6694,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8313,0000
6695,6695,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8307,0000
6696,6696,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8301,0000
6697,6697,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8295,0000
6698,6698,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8289,0000
6699,6699,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8283,0000
6700,6700,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8276,0000
6701,6701,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8270,0000
6702,6702,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8264,0000
6703,6703,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8258,0000
6704,6704,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8252,0000
6705,6705,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8246,0000
6706,6706,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8240,0000
6707,6707,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8234,0000
6708,6708,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8228,0000
6709,6709,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8219,0000
6710,6710,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8213,0000
6711,6711,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8207,0000
6712,6712,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8200,0000
6713,6713,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8194,0000
6714,6714,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8188,0000
6715,6715,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8182,0000
6716,6716,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8176,0000
6717,6717,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8170,0000
6718,6718,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8164,0000
6719,6719,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8158,0000
6720,6720,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8152,0000
6721,6721,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8146,0000
6722,6722,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8140,0000
6723,6723,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8134,0000
6724,6724,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8127,0000
6725,6725,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8121,0000
6726,6726,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8115,0000
6727,6727,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8109,0000
6728,6728,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8103,0000
6729,6729,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8097,0000
6730,6730,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8088,0000
6731,6731,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8082,0000
6732,6732,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8076,0000
6733,6733,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8070,0000
6734,6734,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8064,0000
6735,6735,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8057,0000
6736,6736,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8051,0000
6737,6737,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8045,0000
6738,6738,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8039,0000
6739,6739,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8033,0000
6740,6740,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8027,0000
6741,6741,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8021,0000
6742,6742,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8015,0000
6743,6743,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8009,0000
6744,6744,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8003,0000
6745,6745,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7997,0000
6746,6746,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7990,0000
6747,6747,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7984,0000
6748,6748,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7978,0000
6749,6749,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7972,0000
6750,6750,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7966,0000
6751,6751,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7957,0000
6752,6752,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7951,0000
6753,6753,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7945,0000
6754,6754,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7939,0000
6755,6755,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7933,0000
6756,6756,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7926,0000
6757,6757,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7920,0000
6758,6758,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7914,0000
6759,6759,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7908,0000
6760,6760,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7902,0000
6761,6761,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7896,0000
6762,6762,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7890,0000
6763,6763,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7884,0000
6764,6764,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7878,0000
6765,6765,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7872,0000
6766,6766,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7865,0000
6767,6767,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7859,0000
6768,6768,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7853,0000
6769,6769,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7847,0000
6770,6770,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7841,0000
6771,6771,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7832,0000
6772,6772,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7826,0000
6773,6773,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7820,0000
6774,6774,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7814,0000
6775,6775,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7808,0000
6776,6776,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7801,0000
6777,6777,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7795,0000
6778,6778,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7789,0000
6779,6779,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7783,0000
6780,6780,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7777,0000
6781,6781,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7771,0000
6782,6782,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7765,0000
6783,6783,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7759,0000
6784,6784,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7753,0000
6785,6785,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7746,0000
6786,6786,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7740,0000
6787,6787,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7734,0000
6788,6788,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7728,0000
6789,6789,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7722,0000
6790,6790,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7716,0000
6791,6791,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7710,0000
6792,6792,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7701,0000
6793,6793,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7695,0000
6794,6794,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7688,0000
6795,6795,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7682,0000
6796,6796,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7676,0000
6797,6797,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7670,0000
6798,6798,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7664,0000
6799,6799,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7658,0000
6800,6800,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7652,0000
6801,6801,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7646,0000
6802,6802,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7640,0000
6803,6803,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7633,0000
6804,6804,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7627,0000
6805,6805,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7621,0000
6806,6806,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7615,0000
6807,6807,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7609,0000
6808,6808,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7603,0000
6809,6809,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7597,0000
6810,6810,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7591,0000
6811,6811,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7585,0000
6812,6812,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7578,0000
6813,6813,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7569,0000
6814,6814,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7563,0000
6815,6815,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7557,0000
6816,6816,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7551,0000
6817,6817,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7545,0000
6818,6818,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7539,0000
6819,6819,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7533,0000
6820,6820,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7527,0000
6821,6821,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7520,0000
6822,6822,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7514,0000
6823,6823,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7508,0000
6824,6824,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7502,0000
6825,6825,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7496,0000
6826,6826,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7490,0000
6827,6827,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7484,0000
6828,6828,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7478,0000
6829,6829,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7471,0000
6830,6830,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7465,0000
6831,6831,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7459,0000
6832,6832,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7453,0000
6833,6833,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7447,0000
6834,6834,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7438,0000
6835,6835,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7432,0000
6836,6836,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7426,0000
6837,6837,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7419,0000
6838,6838,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7413,0000
6839,6839,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7407,0000
6840,6840,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7401,0000
6841,6841,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7395,0000
6842,6842,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7389,0000
6843,6843,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7383,0000
6844,6844,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7377,0000
6845,6845,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7371,0000
6846,6846,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7364,0000
6847,6847,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7358,0000
6848,6848,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7352,0000
6849,6849,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7346,0000
6850,6850,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7340,0000
6851,6851,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7334,0000
6852,6852,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7328,0000
6853,6853,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7322,0000
6854,6854,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7315,0000
6855,6855,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7306,0000
6856,6856,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7300,0000
6857,6857,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7294,0000
6858,6858,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7288,0000
6859,6859,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7282,0000
6860,6860,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7276,0000
6861,6861,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7269,0000
6862,6862,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7263,0000
6863,6863,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7257,0000
6864,6864,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7251,0000
6865,6865,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7245,0000
6866,6866,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7239,0000
6867,6867,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7233,0000
6868,6868,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7227,0000
6869,6869,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7220,0000
6870,6870,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7214,0000
6871,6871,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7208,0000
6872,6872,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7202,0000
6873,6873,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7196,0000
6874,6874,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7190,0000
6875,6875,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7184,0000
6876,6876,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7174,0000
6877,6877,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7168,0000
6878,6878,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7162,0000
6879,6879,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7156,0000
6880,6880,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7150,0000
6881,6881,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7144,0000
6882,6882,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7138,0000
6883,6883,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7132,0000
6884,6884,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7125,0000
6885,6885,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7119,0000
6886,6886,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7113,0000
6887,6887,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7107,0000
6888,6888,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7101,0000
6889,6889,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7095,0000
6890,6890,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7089,0000
6891,6891,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7082,0000
6892,6892,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7076,0000
6893,6893,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7070,0000
6894,6894,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7064,0000
6895,6895,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7058,0000
6896,6896,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7052,0000
6897,6897,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7043,0000
6898,6898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7036,0000
6899,6899,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7030,0000
6900,6900,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7024,0000
6901,6901,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7018,0000
6902,6902,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7012,0000
6903,6903,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7006,0000
6904,6904,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7000,0000
6905,6905,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6994,0000
6906,6906,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6987,0000
6907,6907,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6981,0000
6908,6908,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6975,0000
6909,6909,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6969,0000
6910,6910,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6963,0000
6911,6911,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6957,0000
6912,6912,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6951,0000
6913,6913,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6944,0000
6914,6914,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6938,0000
6915,6915,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6932,0000
6916,6916,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6926,0000
6917,6917,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6920,0000
6918,6918,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6911,0000
6919,6919,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6904,0000
6920,6920,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6898,0000
6921,6921,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6892,0000
6922,6922,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6886,0000
6923,6923,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6880,0000
6924,6924,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6874,0000
6925,6925,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6868,0000
6926,6926,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6861,0000
6927,6927,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6855,0000
6928,6928,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6849,0000
6929,6929,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6843,0000
6930,6930,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6837,0000
6931,6931,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6831,0000
6932,6932,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6825,0000
6933,6933,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6818,0000
6934,6934,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6812,0000
6935,6935,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6806,0000
6936,6936,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6800,0000
6937,6937,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6794,0000
6938,6938,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6788,0000
